tweet_id,retweet_count,favorite_count,display_text_size,rating_numerator,year,month,day,dog_stage,img_num,pred_dog,pred_conf
672481316919734272,137,757,101,12,2015,12,3,pupper,1,Border_collie,0.599454
672475084225949696,770,1529,138,8,2015,12,3,,1,,
672466075045466113,598,1447,127,12,2015,12,3,,1,cocker_spaniel,0.150424
672272411274932228,3677,6888,95,11,2015,12,3,,2,pug,0.914685
672267570918129665,666,1588,84,10,2015,12,3,,1,Irish_terrier,0.716932
672264251789176834,383,1212,123,10,2015,12,3,,1,Chihuahua,0.6098600000000001
672256522047614977,1699,2999,139,8,2015,12,3,,1,,
672254177670729728,800,1515,89,11,2015,12,3,pupper,1,pug,0.979487
672248013293752320,656,1833,95,10,2015,12,3,,1,Irish_terrier,0.413173
672245253877968896,169,733,124,12,2015,12,3,,1,Chihuahua,0.7189439999999999
672239279297454080,347,953,74,7,2015,12,3,,1,pug,0.332536
672231046314901505,1089,1956,138,5,2015,12,3,,1,,
672222792075620352,231,833,127,9,2015,12,3,,1,beagle,0.958178
672205392827572224,1270,2414,130,9,2015,12,3,pupper,1,pug,0.00326691
672169685991993344,408,1074,94,10,2015,12,2,,1,cocker_spaniel,0.991011
672160042234327040,395,918,138,8,2015,12,2,pupper,1,pug,0.561027
672139350159835138,792,1876,94,12,2015,12,2,,1,Rottweiler,0.29099200000000003
672125275208069120,1253,2578,81,11,2015,12,2,,1,golden_retriever,8.67567e-05
672095186491711488,395,1063,83,9,2015,12,2,,1,pug,0.794087
672082170312290304,402,1003,77,11,2015,12,2,,1,toy_poodle,0.123962
672068090318987265,564,1389,138,7,2015,12,2,,1,pug,0.8633850000000001
671891728106971137,618,1415,138,11,2015,12,2,,1,Labrador_retriever,0.567933
671882082306625538,1488,3693,137,11,2015,12,2,,1,,
671879137494245376,748,1507,139,5,2015,12,2,,1,,
671874878652489728,601,1330,132,10,2015,12,2,,1,,
671866342182637568,548,1191,139,10,2015,12,2,,1,Labrador_retriever,0.8756139999999999
671855973984772097,502,977,117,8,2015,12,2,,1,,
671789708968640512,3811,7527,139,13,2015,12,1,,1,dalmatian,0.114259
671768281401958400,572,1269,144,10,2015,12,1,,2,Chihuahua,0.500373
671763349865160704,999,1788,130,9,2015,12,1,,1,,
671744970634719232,841,1430,136,6,2015,12,1,,1,,
671743150407421952,248,779,136,11,2015,12,1,,1,toy_poodle,0.4194270000000001
671735591348891648,819,1534,70,11,2015,12,1,,2,Irish_wolfhound,0.06307819999999999
671729906628341761,4795,9119,76,13,2015,12,1,,1,kuvasz,0.431469
671561002136281088,7931,13679,144,13,2015,12,1,,1,Gordon_setter,0.4693729999999999
671547767500775424,658,1444,127,10,2015,12,1,,2,,
671544874165002241,1145,2126,140,6,2015,12,1,,1,,
671542985629241344,616,1166,140,10,2015,12,1,,1,Shetland_sheepdog,0.980339
671538301157904385,436,993,136,8,2015,12,1,,1,,
671536543010570240,441,1253,130,9,2015,12,1,,1,pug,0.537652
671533943490011136,631,1092,139,6,2015,12,1,,1,,
671528761649688577,280,896,130,10,2015,12,1,,1,Doberman,0.782626
671520732782923777,582,1499,78,10,2015,12,1,,1,Pomeranian,0.551031
671518598289059840,319,1010,137,9,2015,12,1,,1,Lakeland_terrier,0.428275
671511350426865664,791,1734,122,8,2015,12,1,,1,,
671504605491109889,3866,7495,92,11,2015,12,1,,1,toy_poodle,0.259115
671497587707535361,481,980,123,11,2015,12,1,,1,,
671488513339211776,516,1073,138,8,2015,12,1,,1,,
671486386088865792,226,621,68,10,2015,12,1,,1,German_shepherd,0.8270350000000001
671485057807351808,253,806,139,11,2015,12,1,,1,Samoyed,0.627901
671390180817915904,805,1513,138,7,2015,11,30,,1,,
671362598324076544,325,1193,113,11,2015,11,30,,1,,
671357843010908160,157,426,68,9,2015,11,30,,1,Italian_greyhound,0.831757
671355857343524864,119,508,135,10,2015,11,30,,1,miniature_poodle,0.313811
671347597085433856,476,1031,90,9,2015,11,30,,1,,
671186162933985280,241,788,98,10,2015,11,30,,1,Chihuahua,0.319106
671182547775299584,378,1193,89,12,2015,11,30,,1,Rottweiler,0.331179
671166507850801152,390,931,130,10,2015,11,30,,1,,
671163268581498880,1198,1763,137,8,2015,11,30,,1,Scottish_deerhound,0.0269829
671159727754231808,89,401,137,5,2015,11,30,,1,,
671154572044468225,241,769,143,11,2015,11,30,,1,Labrador_retriever,0.495047
671151324042559489,166,714,62,12,2015,11,30,,1,Rottweiler,0.781201
671147085991960577,254,713,140,9,2015,11,30,,1,Yorkshire_terrier,0.4672020000000001
671141549288370177,713,1246,140,9,2015,11,30,,1,borzoi,0.0753577
671138694582165504,448,996,57,10,2015,11,30,,1,Samoyed,0.587342
671134062904504320,212,796,140,8,2015,11,30,,1,Shih-Tzu,0.18038
671122204919246848,2763,3729,136,4,2015,11,30,,1,Chihuahua,0.101228
671115716440031232,842,1436,140,6,2015,11,29,,1,malinois,0.406341
671109016219725825,478,1225,135,8,2015,11,29,,1,basenji,0.855959
670995969505435648,317,1175,93,12,2015,11,29,,1,redbone,0.8662209999999999
670840546554966016,213,634,139,10,2015,11,29,,1,Shih-Tzu,0.963622
670838202509447168,758,1189,140,4,2015,11,29,,1,,
670833812859932673,135,474,71,7,2015,11,29,,1,Pekinese,0.609853
670832455012716544,242,780,86,10,2015,11,29,,1,malinois,0.31760700000000003
670826280409919488,4485,5961,139,2,2015,11,29,,1,,
670823764196741120,205,824,65,12,2015,11,29,,1,Labrador_retriever,0.947453
670822709593571328,105,647,74,10,2015,11,29,,1,Chihuahua,0.00125152
670815497391357952,1708,3410,66,10,2015,11,29,,1,American_Staffordshire_terrier,0.919714
670811965569282048,295,1202,123,10,2015,11,29,,1,basset,0.99409
670807719151067136,546,1234,143,11,2015,11,29,,1,Old_English_sheepdog,0.958035
670804601705242624,1035,2098,140,10,2015,11,29,,1,Pomeranian,0.86856
670803562457407488,95,362,116,10,2015,11,29,,1,basenji,0.34410100000000005
670797304698376195,262,780,140,11,2015,11,29,,1,Pembroke,0.472197
670792680469889025,298,889,140,7,2015,11,29,,1,toy_poodle,0.031355
670789397210615808,255,700,139,9,2015,11,29,,1,beagle,0.295966
670786190031921152,218,640,119,8,2015,11,29,,1,Pembroke,0.12743800000000002
670783437142401025,431,872,136,1,2015,11,29,,1,,
670782429121134593,863,1691,76,5,2015,11,29,,1,Chihuahua,0.952963
670780561024270336,317,831,136,7,2015,11,29,,1,Labrador_retriever,0.244889
670778058496974848,77,345,55,10,2015,11,29,,1,pug,0.776612
670764103623966721,466,1154,134,10,2015,11,29,,1,Norfolk_terrier,0.17285
670755717859713024,123,475,120,9,2015,11,29,,1,keeshond,0.994065
670733412878163972,558,1030,124,8,2015,11,28,,1,,
670727704916926465,403,887,121,10,2015,11,28,,1,,
670717338665226240,547,1301,95,12,2015,11,28,,1,Pomeranian,0.368161
670704688707301377,405,814,135,6,2015,11,28,,1,Norwich_terrier,0.419838
670691627984359425,266,632,123,8,2015,11,28,,1,Shetland_sheepdog,0.07112439999999999
670679630144274432,315,799,139,8,2015,11,28,,1,Ibizan_hound,0.34273400000000004
670676092097810432,45,267,116,8,2015,11,28,,1,Dandie_Dinmont,0.6761020000000001
670668383499735048,5537,11452,123,10,2015,11,28,,1,,
670474236058800128,835,1635,140,10,2015,11,28,,1,,
670468609693655041,90,375,139,10,2015,11,28,,1,,
670465786746662913,608,1048,138,7,2015,11,28,,1,,
670452855871037440,225,580,60,11,2015,11,28,,1,malamute,0.08037949999999999
670449342516494336,729,1264,140,5,2015,11,28,,1,,
670442337873600512,213,690,124,11,2015,11,28,,1,Sussex_spaniel,0.403552
670435821946826752,570,1127,106,10,2015,11,28,,1,basenji,0.135767
670434127938719744,708,1501,135,11,2015,11,28,,1,Chesapeake_Bay_retriever,0.027351
670433248821026816,122,345,126,10,2015,11,28,,1,giant_schnauzer,0.0622148
670428280563085312,694,1484,64,11,2015,11,28,,1,chow,0.335269
670427002554466305,179,551,139,9,2015,11,28,,1,toy_terrier,0.0388716
670421925039075328,709,1415,40,12,2015,11,28,,1,Chihuahua,0.275793
670420569653809152,342,668,104,10,2015,11,28,,1,,
670417414769758208,350,604,128,6,2015,11,28,,1,,
670411370698022913,991,2176,109,12,2015,11,28,,1,Maltese_dog,0.584397
670408998013820928,249,600,134,10,2015,11,28,,1,,
670403879788544000,173,460,139,10,2015,11,28,,1,pug,0.8022229999999999
670385711116361728,234,593,140,8,2015,11,27,,1,whippet,0.178027
670374371102445568,295,785,140,12,2015,11,27,,1,English_springer,0.974936
670361874861563904,71,344,137,9,2015,11,27,,1,,
670338931251150849,122,451,103,10,2015,11,27,,1,cairn,0.245033
670303360680108032,151,452,138,9,2015,11,27,,1,Shetland_sheepdog,0.380278
670290420111441920,315,750,110,11,2015,11,27,,1,Chihuahua,0.368876
670093938074779648,365,1106,133,9,2015,11,27,,1,toy_poodle,0.383346
670086499208155136,275,740,140,10,2015,11,27,,1,German_short-haired_pointer,0.273492
670079681849372674,1373,2390,140,10,2015,11,27,,1,,
670073503555706880,874,1674,112,10,2015,11,27,,1,malamute,0.6018859999999999
670069087419133954,278,676,140,5,2015,11,27,,1,,
670061506722140161,373,822,140,11,2015,11,27,,1,Italian_greyhound,0.329339
670055038660800512,357,716,130,3,2015,11,27,,1,,
670046952931721218,191,684,144,11,2015,11,27,,1,Blenheim_spaniel,0.998335
670040295598354432,118,801,59,10,2015,11,27,,1,borzoi,0.0266596
670037189829525505,306,625,140,5,2015,11,27,,1,,
670003130994700288,100,352,133,10,2015,11,26,,1,beagle,0.375313
669993076832759809,92,344,125,9,2015,11,26,,1,toy_poodle,0.08650160000000001
669972011175813120,175,471,134,10,2015,11,26,,1,,
669970042633789440,65,317,139,10,2015,11,26,,1,miniature_pinscher,0.734744
669942763794931712,183,536,139,11,2015,11,26,,1,vizsla,0.743216
669926384437997569,115,400,98,12,2015,11,26,,1,Pomeranian,0.984231
669923323644657664,64,250,138,10,2015,11,26,,1,,
669753178989142016,431,858,124,10,2015,11,26,,1,Pembroke,0.8584940000000001
669749430875258880,71,289,129,8,2015,11,26,,1,,
669683899023405056,119,412,70,10,2015,11,26,,1,Pomeranian,0.998275
669682095984410625,146,375,93,9,2015,11,26,,1,,
669680153564442624,311,712,139,8,2015,11,26,,1,dalmatian,0.141257
669661792646373376,482,860,139,5,2015,11,25,,1,,
669625907762618368,1963,3769,98,12,2015,11,25,,1,golden_retriever,0.0554081
669603084620980224,401,1006,140,10,2015,11,25,,1,Maltese_dog,0.659619
669597912108789760,163,550,140,10,2015,11,25,,1,Eskimo_dog,0.595665
669583744538451968,1017,1587,140,6,2015,11,25,,1,,
669573570759163904,156,467,122,10,2015,11,25,,1,West_Highland_white_terrier,0.946828
669571471778410496,1085,1684,83,7,2015,11,25,,1,,
669567591774625800,61,248,139,9,2015,11,25,,1,Chihuahua,0.980511
669564461267722241,133,413,138,10,2015,11,25,,1,toy_poodle,0.623685
669393256313184256,83,383,133,10,2015,11,25,,1,cocker_spaniel,0.359843
669375718304980992,792,1425,111,6,2015,11,25,,1,Airedale,0.168762
669371483794317312,196,524,139,10,2015,11,25,,1,Brabancon_griffon,0.483268
669367896104181761,172,485,92,10,2015,11,25,,1,basset,0.749394
669363888236994561,252,669,135,10,2015,11,25,,1,golden_retriever,0.539004
669359674819481600,134,390,139,11,2015,11,25,,1,Labrador_retriever,0.367818
669354382627049472,1390,2889,64,8,2015,11,25,,1,Chihuahua,0.97399
669353438988365824,281,687,114,10,2015,11,25,,1,Pembroke,0.212343
669351434509529089,207,474,125,10,2015,11,25,,1,,
669328503091937280,452,1081,120,12,2015,11,25,,1,Siberian_husky,0.424202
669327207240699904,127,610,138,13,2015,11,25,,1,golden_retriever,0.919584
669324657376567296,223,525,139,11,2015,11,25,,1,Cardigan,0.131544
669216679721873412,422,958,137,8,2015,11,24,,1,golden_retriever,0.992758
669214165781868544,183,468,134,10,2015,11,24,,1,,
669203728096960512,522,1074,120,9,2015,11,24,,1,pug,0.910452
669037058363662336,336,698,141,10,2015,11,24,,1,Chihuahua,0.803528
669015743032369152,403,785,138,10,2015,11,24,,1,,
669006782128353280,269,610,110,12,2015,11,24,,1,Chihuahua,0.127178
669000397445533696,6965,22118,133,11,2015,11,24,,1,Pembroke,0.82294
668994913074286592,254,468,140,5,2015,11,24,,1,English_springer,0.0897633
668992363537309700,381,802,139,8,2015,11,24,,1,,
668989615043424256,356,726,140,3,2015,11,24,,1,pug,0.917326
668988183816871936,516,961,139,7,2015,11,24,,1,,
668986018524233728,183,578,140,9,2015,11,24,,1,Chihuahua,0.00563972
668981893510119424,340,573,138,4,2015,11,24,,1,,
668979806671884288,382,842,139,12,2015,11,24,,1,golden_retriever,0.608537
668975677807423489,641,1386,134,11,2015,11,24,,1,basset,0.605437
668960084974809088,263,757,144,10,2015,11,24,,1,Chesapeake_Bay_retriever,0.165878
668955713004314625,77,300,140,10,2015,11,24,,1,cocker_spaniel,0.367492
668932921458302977,63,284,140,9,2015,11,23,,1,standard_poodle,0.237638
668902994700836864,107,338,125,11,2015,11,23,,1,Brittany_spaniel,0.828425
668892474547511297,164,422,139,11,2015,11,23,,1,kelpie,0.421979
668872652652679168,322,566,136,11,2015,11,23,,1,miniature_schnauzer,0.0355366
668852170888998912,184,479,144,11,2015,11,23,,1,golden_retriever,0.903529
668826086256599040,150,467,139,10,2015,11,23,,1,malinois,0.640185
668815180734689280,291,610,137,7,2015,11,23,,1,redbone,0.461172
668779399630725120,409,749,123,10,2015,11,23,,1,Chesapeake_Bay_retriever,0.285508
668655139528511488,233,562,112,11,2015,11,23,,1,beagle,0.31911
668645506898350081,588,962,108,11,2015,11,23,,1,,
668643542311546881,576,939,140,3,2015,11,23,,1,,
668641109086707712,573,1145,63,10,2015,11,23,,1,pug,0.146311
668636665813057536,528,1114,139,10,2015,11,23,,1,komondor,0.999956
668633411083464705,1788,3024,63,10,2015,11,23,,1,Pekinese,0.589011
668631377374486528,349,763,135,5,2015,11,23,,1,miniature_schnauzer,0.904549
668627278264475648,123,341,144,9,2015,11,23,,1,French_bulldog,0.965403
668625577880875008,140,417,85,10,2015,11,23,,1,groenendael,0.0544548
668623201287675904,851,1551,97,10,2015,11,23,,4,Chihuahua,0.708163
668620235289837568,45,211,144,10,2015,11,23,,1,,
668614819948453888,341,654,139,7,2015,11,23,,1,,
668567822092664832,62,265,82,11,2015,11,22,,1,Shih-Tzu,0.985649
668544745690562560,250,561,140,10,2015,11,22,,1,,
668542336805281792,231,497,140,10,2015,11,22,,1,American_Staffordshire_terrier,0.267695
668537837512433665,79,265,144,8,2015,11,22,,1,Lakeland_terrier,0.372988
668528771708952576,242,496,139,12,2015,11,22,,1,Labrador_retriever,0.195835
668507509523615744,116,345,138,10,2015,11,22,,1,basenji,0.0553794
668496999348633600,146,436,139,8,2015,11,22,,1,Staffordshire_bullterrier,0.412879
668484198282485761,253,453,137,9,2015,11,22,,1,standard_poodle,0.587372
668480044826800133,162,491,138,11,2015,11,22,,1,Labrador_retriever,0.0999648
668466899341221888,560,936,135,4,2015,11,22,,1,,
668297328638447616,319,656,140,9,2015,11,22,,1,Eskimo_dog,0.0327838
668291999406125056,34,264,60,10,2015,11,22,,1,,
668286279830867968,149,535,137,11,2015,11,22,,1,golden_retriever,0.215944
668274247790391296,248,886,140,10,2015,11,22,,1,soft-coated_wheaten_terrier,0.406374
668268907921326080,261,592,138,10,2015,11,22,,1,Pembroke,0.48483
668256321989451776,667,1385,138,13,2015,11,22,,1,Pembroke,0.0944294
668248472370458624,523,1056,132,8,2015,11,22,,1,Chihuahua,0.7345470000000001
668237644992782336,3100,6614,140,10,2015,11,22,,1,chow,0.8093199999999999
668226093875376128,115,323,84,10,2015,11,22,,1,,
668221241640230912,215,537,143,10,2015,11,22,,1,chow,0.395101
668204964695683073,206,586,99,8,2015,11,21,,1,Labrador_retriever,0.65518
668190681446379520,210,696,111,12,2015,11,21,,1,Blenheim_spaniel,0.958402
668171859951755264,208,525,129,7,2015,11,21,,1,Chihuahua,0.664834
668154635664932864,336,522,139,9,2015,11,21,,1,,
668142349051129856,306,592,140,2,2015,11,21,,1,,
668113020489474048,265,709,132,6,2015,11,21,,1,Pembroke,0.548896
667937095915278337,866,1356,138,3,2015,11,21,,1,,
667924896115245057,119,318,139,9,2015,11,21,,1,Labrador_retriever,0.209051
667915453470232577,59,222,138,10,2015,11,21,,1,boxer,0.196655
667911425562669056,329,523,138,5,2015,11,21,,1,,
667902449697558528,396,905,137,9,2015,11,21,,1,Norwegian_elkhound,0.298881
667886921285246976,1180,2011,139,11,2015,11,21,,1,Pomeranian,0.8004319999999999
667885044254572545,530,868,117,10,2015,11,21,,1,malamute,0.0885297
667878741721415682,127,409,139,2,2015,11,21,,1,miniature_pinscher,0.106003
667873844930215936,440,667,135,10,2015,11,21,,1,,
667866724293877760,1110,3172,140,10,2015,11,21,,1,,
667861340749471744,86,253,140,9,2015,11,21,,1,malamute,0.967275
667832474953625600,68,303,112,12,2015,11,20,,1,miniature_pinscher,0.2142
667806454573760512,535,1111,102,10,2015,11,20,,1,Chihuahua,0.187155
667801013445750784,101,346,36,12,2015,11,20,,1,flat-coated_retriever,0.508392
667793409583771648,358,736,119,8,2015,11,20,,1,dalmatian,0.5350729999999999
667782464991965184,261,434,134,9,2015,11,20,,1,,
667773195014021121,61,243,136,8,2015,11,20,,1,West_Highland_white_terrier,0.360465
667766675769573376,243,476,139,9,2015,11,20,,1,,
667728196545200128,162,398,140,11,2015,11,20,,1,kuvasz,0.360159
667724302356258817,341,517,140,7,2015,11,20,,1,,
667549055577362432,2454,6138,140,1,2015,11,20,,1,,
667546741521195010,138,355,140,9,2015,11,20,,1,toy_poodle,0.787424
667544320556335104,568,917,139,10,2015,11,20,,1,Pomeranian,0.412893
667538891197542400,72,220,117,9,2015,11,20,,1,Yorkshire_terrier,0.618957
667534815156183040,576,866,140,8,2015,11,20,,1,Pembroke,0.435254
667530908589760512,264,501,113,10,2015,11,20,,1,golden_retriever,0.633037
667524857454854144,1198,1798,136,12,2015,11,20,,1,Chesapeake_Bay_retriever,0.08812239999999999
667517642048163840,203,389,143,8,2015,11,20,,1,Italian_greyhound,0.125176
667502640335572993,231,563,140,11,2015,11,20,,1,Labrador_retriever,0.996709
667495797102141441,294,565,140,9,2015,11,20,,1,Chihuahua,0.143957
667491009379606528,242,559,138,7,2015,11,19,,1,borzoi,0.852088
667470559035432960,102,273,138,11,2015,11,19,,1,toy_poodle,0.304175
667455448082227200,66,203,137,7,2015,11,19,,1,Tibetan_terrier,0.676376
667453023279554560,96,327,86,11,2015,11,19,,1,Labrador_retriever,0.8256700000000001
667443425659232256,620,833,138,6,2015,11,19,,1,,
667437278097252352,257,483,115,10,2015,11,19,,1,,
667435689202614272,89,326,39,12,2015,11,19,,1,Rottweiler,0.999091
667405339315146752,234,489,65,7,2015,11,19,,1,Saint_Bernard,0.381377
667393430834667520,60,211,132,8,2015,11,19,,1,papillon,0.557009
667369227918143488,173,385,106,10,2015,11,19,,1,,
667211855547486208,258,516,133,9,2015,11,19,,1,golden_retriever,0.462556
667200525029539841,282,658,139,11,2015,11,19,,1,Siberian_husky,0.694904
667192066997374976,115,414,99,12,2015,11,19,,1,Rottweiler,0.28364
667188689915760640,449,784,136,10,2015,11,19,,1,,
667182792070062081,6618,15075,137,10,2015,11,19,,1,golden_retriever,0.949892
667177989038297088,58,200,134,8,2015,11,19,,1,vizsla,0.25924899999999995
667176164155375616,484,640,140,4,2015,11,19,,1,soft-coated_wheaten_terrier,0.318981
667174963120574464,88,262,131,9,2015,11,19,,1,toy_poodle,0.266437
667171260800061440,97,235,75,10,2015,11,19,,1,giant_schnauzer,0.8412649999999999
667165590075940865,1241,2819,135,10,2015,11,19,,1,miniature_pinscher,0.140173
667160273090932737,66,268,138,11,2015,11,19,,1,golden_retriever,0.471351
667152164079423490,18285,49720,143,12,2015,11,19,,1,toy_poodle,0.535411
667138269671505920,2387,4851,131,10,2015,11,19,,1,West_Highland_white_terrier,0.747713
667119796878725120,135,346,135,10,2015,11,18,,1,Pembroke,0.741563
667090893657276420,132,349,140,7,2015,11,18,,1,Chihuahua,0.959514
667073648344346624,134,425,106,10,2015,11,18,,1,Chihuahua,0.483682
667065535570550784,51,175,135,8,2015,11,18,,1,,
667062181243039745,57,227,132,10,2015,11,18,,1,Chesapeake_Bay_retriever,0.825678
667044094246576128,54,198,39,12,2015,11,18,,1,golden_retriever,0.765266
667012601033924608,237,471,76,9,2015,11,18,,1,,
666996132027977728,102,258,105,10,2015,11,18,,1,Rottweiler,0.0624899
666983947667116034,1040,2679,120,11,2015,11,18,,1,,
666837028449972224,584,857,138,3,2015,11,18,,1,,
666835007768551424,83,222,144,10,2015,11,18,,1,Airedale,0.448459
666826780179869698,105,266,50,12,2015,11,18,,1,Maltese_dog,0.359383
666817836334096384,267,540,137,9,2015,11,18,,1,miniature_schnauzer,0.496953
666804364988780544,95,250,135,8,2015,11,18,,1,English_setter,0.32879200000000003
666786068205871104,521,800,139,2,2015,11,18,,1,,
666781792255496192,211,404,107,10,2015,11,18,,1,Italian_greyhound,0.618316
666776908487630848,186,368,139,5,2015,11,18,,1,miniature_pinscher,0.167175
666739327293083650,71,244,140,10,2015,11,17,,1,miniature_poodle,0.546933
666701168228331520,234,449,139,8,2015,11,17,,1,Labrador_retriever,0.887707
666691418707132416,51,196,99,8,2015,11,17,,1,German_shepherd,0.975401
666649482315059201,608,923,138,4,2015,11,17,,1,Border_collie,0.447803
666644823164719104,88,238,140,9,2015,11,17,,1,Ibizan_hound,0.0443334
666454714377183233,223,545,96,10,2015,11,17,,1,dalmatian,0.278954
666447344410484738,23,107,119,9,2015,11,17,,1,curly-coated_retriever,0.32208400000000004
666437273139982337,52,131,138,7,2015,11,17,,1,Chihuahua,0.6718529999999999
666435652385423360,54,170,125,10,2015,11,17,,1,Chesapeake_Bay_retriever,0.18413
666430724426358785,204,330,129,6,2015,11,17,,1,Irish_terrier,0.104109
666428276349472768,90,171,116,7,2015,11,17,,1,Pembroke,0.371361
666421158376562688,118,327,52,12,2015,11,17,,1,Blenheim_spaniel,0.906777
666418789513326592,48,129,138,10,2015,11,17,,1,toy_terrier,0.14968
666411507551481857,339,459,140,2,2015,11,17,,1,,
666407126856765440,44,113,139,7,2015,11,17,,1,black-and-tan_coonhound,0.529139
666396247373291520,92,172,137,9,2015,11,16,,1,Chihuahua,0.978108
666373753744588802,100,194,81,11,2015,11,16,,1,soft-coated_wheaten_terrier,0.326467
666362758909284353,595,804,140,6,2015,11,16,,1,,
666353288456101888,77,229,135,8,2015,11,16,,1,malamute,0.33687399999999995
666345417576210432,146,307,112,10,2015,11,16,,1,golden_retriever,0.8587440000000001
666337882303524864,96,204,139,9,2015,11,16,,1,Newfoundland,0.278407
666293911632134144,368,522,138,3,2015,11,16,,1,,
666273097616637952,82,184,46,11,2015,11,16,,1,Italian_greyhound,0.176053
666268910803644416,37,108,82,10,2015,11,16,,1,,
666104133288665088,6871,14765,134,1,2015,11,16,,1,,
666102155909144576,16,81,128,11,2015,11,16,,1,English_setter,0.298617
666099513787052032,73,164,140,8,2015,11,16,,1,Lhasa,0.58233
666094000022159362,79,169,132,9,2015,11,16,,1,bloodhound,0.195217
666082916733198337,47,121,125,6,2015,11,16,,1,pug,0.489814
666073100786774016,174,335,137,10,2015,11,16,,1,Walker_hound,0.260857
666071193221509120,67,154,137,9,2015,11,16,,1,Gordon_setter,0.503672
666063827256086533,232,496,107,10,2015,11,16,,1,golden_retriever,0.77593
666058600524156928,61,115,135,8,2015,11,16,,1,miniature_poodle,0.201493
666057090499244032,146,304,124,9,2015,11,16,,1,golden_retriever,0.00795896
666055525042405380,261,448,140,10,2015,11,16,,1,chow,0.692517
666051853826850816,879,1253,138,2,2015,11,16,,1,,
666050758794694657,60,136,140,10,2015,11,16,,1,Bernese_mountain_dog,0.651137
666049248165822465,41,111,120,5,2015,11,16,,1,miniature_pinscher,0.560311
666044226329800704,147,311,137,6,2015,11,16,,1,Rhodesian_ridgeback,0.408143
666033412701032449,47,128,130,9,2015,11,15,,1,German_shepherd,0.596461
666029285002620928,48,132,139,7,2015,11,15,,1,redbone,0.506826
666020888022790149,532,2535,131,8,2015,11,15,,1,Welsh_springer_spaniel,0.465074
